model	sample_size	rep	mut_count	mean_MAF	median_MAF	sd_MAF	Q1_MAF	Q3_MAF
Emp/Flynn10pct	100	73	62	0.15548387096774194	0.10999999999999999	0.12973715444615838	0.05	0.26
Emp/Flynn10pct	100	74	69	0.13869565217391305	0.07	0.13567817722440131	0.04	0.18999999999999995
Emp/Flynn10pct	100	75	61	0.1662295081967213	0.11	0.14053663738715053	0.050000000000000044	0.25
Emp/Flynn10pct	100	76	69	0.13942028985507246	0.09	0.12049998850342894	0.05	0.18
Emp/Flynn10pct	100	77	78	0.16512820512820514	0.10500000000000001	0.1496380359118021	0.04	0.2675
Emp/Flynn10pct	100	78	86	0.15255813953488373	0.10999999999999999	0.12275452354441198	0.06	0.21
Emp/Flynn10pct	100	79	69	0.16768115942028985	0.09999999999999998	0.14956943034174328	0.05	0.25
Emp/Flynn10pct	100	80	64	0.13390625	0.08499999999999999	0.1169536224389279	0.04	0.2125
Emp/Flynn10pct	100	81	80	0.169375	0.11499999999999999	0.13905052128041243	0.05	0.2625
Emp/Flynn10pct	100	82	72	0.12444444444444444	0.07	0.12220842147151831	0.03	0.1825
Emp/Flynn10pct	100	83	88	0.1465909090909091	0.08999999999999998	0.13880347774334337	0.04	0.1925
Emp/Flynn10pct	100	84	78	0.16628205128205129	0.135	0.12800272901269974	0.06	0.26
Emp/Flynn10pct	100	85	66	0.16318181818181818	0.12	0.13521673873291887	0.06	0.2175
Emp/Flynn10pct	100	86	65	0.15138461538461537	0.1	0.1333917740515336	0.05	0.20999999999999996
Emp/Flynn10pct	100	87	91	0.14648351648351648	0.08	0.1356332770244302	0.04000000000000002	0.20999999999999996
Emp/Flynn10pct	100	88	82	0.15682926829268293	0.09999999999999999	0.142498672714464	0.05	0.2275
Emp/Flynn10pct	100	89	80	0.13962500000000003	0.1	0.11106439858438612	0.047500000000000014	0.2225
Emp/Flynn10pct	100	90	71	0.15000000000000002	0.09	0.12962583516744317	0.055	0.20499999999999996
Emp/Flynn10pct	100	91	83	0.18795180722891566	0.14	0.15086546289007152	0.050000000000000024	0.3
Emp/Flynn10pct	100	92	73	0.14232876712328765	0.1	0.11852707787141589	0.040000000000000036	0.21
Emp/Flynn10pct	100	93	80	0.159625	0.10499999999999998	0.1447603322649832	0.04	0.235
Emp/Flynn10pct	100	94	68	0.14705882352941177	0.08	0.1367212964612973	0.04000000000000003	0.2125
Emp/Flynn10pct	100	95	76	0.16473684210526315	0.10999999999999999	0.14674670862144767	0.04	0.2475
Emp/Flynn10pct	100	96	57	0.12894736842105264	0.08	0.1193835985762808	0.05	0.15000000000000002
Emp/Flynn10pct	100	97	58	0.16448275862068965	0.08	0.15763796423354084	0.042500000000000024	0.28
Emp/Flynn10pct	100	98	73	0.16383561643835617	0.11	0.13860044629744458	0.05	0.24
Emp/Flynn10pct	100	99	77	0.13467532467532467	0.07	0.1272232229668163	0.04	0.2
Emp/Flynn10pct	100	100	82	0.1829268292682927	0.15000000000000002	0.1365761923189428	0.052500000000000005	0.30000000000000004
Emp/Flynn10pct	1000	1	67	0.17826865671641792	0.126	0.15843348495260987	0.045	0.29650000000000004
Emp/Flynn10pct	1000	2	76	0.1712763157894737	0.112	0.15039579769698452	0.03975	0.29750000000000004
Emp/Flynn10pct	1000	3	68	0.15216176470588236	0.08249999999999999	0.14904297790406285	0.03925000000000001	0.21175
Emp/Flynn10pct	1000	4	62	0.1831290322580645	0.125	0.15908864256285155	0.042	0.2925
Emp/Flynn10pct	1000	5	62	0.1546290322580645	0.101	0.13498187296284014	0.047	0.24
Emp/Flynn10pct	1000	6	83	0.15972289156626507	0.093	0.14586782467173393	0.04800000000000002	0.22799999999999998
Emp/Flynn10pct	1000	7	61	0.11708196721311476	0.057	0.11794960718911096	0.038	0.168
Emp/Flynn10pct	1000	8	66	0.14931818181818182	0.07999999999999999	0.14228121224056028	0.044	0.2405
Emp/Flynn10pct	1000	9	74	0.1262162162162162	0.0755	0.11325607670899722	0.039	0.17300000000000004
Emp/Flynn10pct	1000	10	61	0.16244262295081968	0.097	0.14165880659647956	0.049	0.251
Emp/Flynn10pct	1000	11	74	0.1594054054054054	0.11449999999999999	0.12837081549850496	0.059	0.23374999999999999
Emp/Flynn10pct	1000	12	78	0.144	0.0885	0.12435882310120532	0.05	0.20675
Emp/Flynn10pct	1000	13	88	0.14330681818181817	0.097	0.12296671430326694	0.043	0.18300000000000005
Emp/Flynn10pct	1000	14	74	0.14294594594594595	0.07200000000000001	0.13388994579907496	0.041	0.21275
Emp/Flynn10pct	1000	15	75	0.14417333333333335	0.10199999999999998	0.1155544066701954	0.04900000000000002	0.20949999999999996
Emp/Flynn10pct	1000	16	79	0.15518987341772153	0.112	0.1266348552445348	0.061	0.2105
Emp/Flynn10pct	1000	17	73	0.18972602739726027	0.136	0.15352228034772644	0.04800000000000004	0.342
Emp/Flynn10pct	1000	18	87	0.1769080459770115	0.133	0.14202920041920536	0.054	0.28300000000000003
Emp/Flynn10pct	1000	19	84	0.13221428571428573	0.0735	0.11669196103144025	0.039	0.20299999999999996
Emp/Flynn10pct	1000	20	73	0.16871232876712328	0.121	0.1270518791076279	0.069	0.256
Emp/Flynn10pct	1000	21	50	0.17371999999999999	0.1305	0.12710015976482839	0.063	0.277
Emp/Flynn10pct	1000	22	71	0.15585915492957747	0.10599999999999998	0.12748941645425746	0.0455	0.237
Emp/Flynn10pct	1000	23	70	0.13844285714285715	0.07	0.1295030228189854	0.042	0.21649999999999997
Emp/Flynn10pct	1000	24	69	0.11460869565217392	0.063	0.11067934838337178	0.041000000000000036	0.158
Emp/Flynn10pct	1000	25	76	0.15928947368421054	0.076	0.1554757700984925	0.03950000000000003	0.2685
Emp/Flynn10pct	1000	26	81	0.14674074074074075	0.089	0.12750546829232245	0.046	0.237
Emp/Flynn10pct	1000	27	76	0.14644736842105263	0.07449999999999998	0.137324471695018	0.044	0.23450000000000001
Emp/Flynn10pct	1000	28	68	0.16697058823529412	0.1025	0.13492086907918155	0.0605	0.27325
Emp/Flynn10pct	1000	29	71	0.182056338028169	0.128	0.14365244638401628	0.0575	0.2895
Emp/Flynn10pct	1000	30	68	0.13244117647058823	0.069	0.12543802446102542	0.04425000000000001	0.21325
Emp/Flynn10pct	1000	31	86	0.13894186046511628	0.084	0.12924826585717192	0.043	0.1865
Emp/Flynn10pct	1000	32	78	0.14023076923076924	0.07599999999999998	0.12743839082687547	0.04125	0.23725
Emp/Flynn10pct	1000	33	65	0.1481076923076923	0.09399999999999997	0.12707209113788065	0.041	0.257
Emp/Flynn10pct	1000	34	70	0.1583857142857143	0.1355	0.12039010177151138	0.044250000000000025	0.22824999999999998
Emp/Flynn10pct	1000	35	71	0.13692957746478873	0.069	0.14181439821558134	0.0345	0.19599999999999998
Emp/Flynn10pct	1000	36	58	0.15125862068965518	0.08299999999999999	0.13015612222423534	0.042499999999999996	0.226
Emp/Flynn10pct	1000	37	79	0.15832911392405064	0.08099999999999996	0.15240362415091382	0.040000000000000036	0.21149999999999997
Emp/Flynn10pct	1000	38	72	0.14863888888888888	0.095	0.13023816813125352	0.05675	0.22974999999999998
Emp/Flynn10pct	1000	39	72	0.1481388888888889	0.09249999999999999	0.1380685995607384	0.045750000000000006	0.22474999999999998
Emp/Flynn10pct	1000	40	74	0.17091891891891892	0.1385	0.1385260725923331	0.04325000000000004	0.29325
Emp/Flynn10pct	1000	41	85	0.15249411764705884	0.072	0.14147594642682876	0.039	0.248
Emp/Flynn10pct	1000	42	63	0.1742063492063492	0.14100000000000001	0.13483612021218977	0.04950000000000002	0.2675
Emp/Flynn10pct	1000	43	81	0.14553086419753086	0.10499999999999998	0.12524586683996333	0.043	0.19399999999999995
Emp/Flynn10pct	1000	44	55	0.1510909090909091	0.122	0.12928969377264732	0.046	0.1975
Emp/Flynn10pct	1000	45	83	0.14324096385542168	0.093	0.1255982358080082	0.0405	0.19449999999999998
Emp/Flynn10pct	1000	46	77	0.16448051948051948	0.106	0.1388330700015035	0.041	0.28600000000000003
Emp/Flynn10pct	1000	47	70	0.14188571428571428	0.08549999999999999	0.1275606752879475	0.042250000000000024	0.219
Emp/Flynn10pct	1000	48	58	0.1560344827586207	0.10200000000000001	0.13201660787564162	0.05325000000000001	0.2455
Emp/Flynn10pct	1000	49	62	0.14083870967741935	0.07	0.13134152621994	0.0365	0.21374999999999997
Emp/Flynn10pct	1000	50	56	0.13764285714285715	0.076	0.13050119171471591	0.038	0.231
Emp/Flynn10pct	1000	51	73	0.15194520547945206	0.08799999999999997	0.14550581225608963	0.044	0.21799999999999997
Emp/Flynn10pct	1000	52	80	0.17795	0.128	0.14346815462814413	0.0485	0.30400000000000005
Emp/Flynn10pct	1000	53	58	0.15827586206896552	0.09099999999999998	0.1383396269678167	0.0475	0.25375000000000003
Emp/Flynn10pct	1000	54	73	0.16617808219178082	0.10999999999999999	0.14645698481747627	0.043	0.261
Emp/Flynn10pct	1000	55	73	0.1470821917808219	0.094	0.1257214462197036	0.05	0.19
Emp/Flynn10pct	1000	56	78	0.19764102564102565	0.1865	0.1467598952931858	0.05725	0.31000000000000005
Emp/Flynn10pct	1000	57	64	0.15232812499999998	0.1125	0.1221785129951188	0.05000000000000003	0.2165
Emp/Flynn10pct	1000	58	78	0.14984615384615385	0.1045	0.12397193617525282	0.053500000000000034	0.21525
Emp/Flynn10pct	1000	59	82	0.1652439024390244	0.10049999999999999	0.13687919887922173	0.051	0.252
Emp/Flynn10pct	1000	60	71	0.11333802816901407	0.05600000000000005	0.10622737657119842	0.035	0.1575
Emp/Flynn10pct	1000	61	88	0.1473409090909091	0.0865	0.13835568740837692	0.0385	0.20375000000000001
Emp/Flynn10pct	1000	62	74	0.1534189189189189	0.10350000000000001	0.13619204880505822	0.054	0.20425
Emp/Flynn10pct	1000	63	79	0.14163291139240505	0.097	0.12347305085551653	0.0555	0.18549999999999997
Emp/Flynn10pct	1000	64	57	0.13682456140350877	0.07499999999999996	0.1260415355019098	0.043	0.18600000000000005
Emp/Flynn10pct	1000	65	76	0.1712763157894737	0.10499999999999998	0.14500957197686049	0.05925000000000005	0.24925
Emp/Flynn10pct	1000	66	70	0.15352857142857143	0.07999999999999999	0.14705147688140388	0.04000000000000001	0.22174999999999997
Emp/Flynn10pct	1000	67	75	0.11330666666666667	0.067	0.10326376268897373	0.041000000000000036	0.1515
Emp/Flynn10pct	1000	68	50	0.14984	0.09599999999999999	0.14420922442119738	0.048	0.1675
Emp/Flynn10pct	1000	69	71	0.18542253521126761	0.126	0.15804508054637276	0.043	0.33799999999999997
Emp/Flynn10pct	1000	70	76	0.15139473684210528	0.09449999999999999	0.13276134768296266	0.049	0.227
Emp/Flynn10pct	1000	71	80	0.17065	0.101	0.1511867903277937	0.05075	0.28075000000000006
Emp/Flynn10pct	1000	72	89	0.1456741573033708	0.10499999999999998	0.12334852463289268	0.043	0.223
Emp/Flynn10pct	1000	73	63	0.15222222222222223	0.102	0.13014773794329376	0.0455	0.21799999999999997
Emp/Flynn10pct	1000	74	70	0.1398	0.0825	0.131862862447141	0.0395	0.18999999999999995
Emp/Flynn10pct	1000	75	68	0.1517058823529412	0.083	0.1401890044896776	0.041	0.23075
Emp/Flynn10pct	1000	76	71	0.1386338028169014	0.092	0.1189655699815971	0.05	0.191
Emp/Flynn10pct	1000	77	73	0.1756849315068493	0.107	0.14961959882689246	0.053	0.284
Emp/Flynn10pct	1000	78	91	0.15151648351648353	0.116	0.12157068018576796	0.052	0.221
Emp/Flynn10pct	1000	79	62	0.1819193548387097	0.1225	0.15499310385368728	0.059	0.29025
Emp/Flynn10pct	1000	80	61	0.1445081967213115	0.089	0.12305169956171806	0.045	0.226
Emp/Flynn10pct	1000	81	81	0.16606172839506173	0.124	0.13673051467019098	0.043	0.266
Emp/Flynn10pct	1000	82	67	0.13144776119402984	0.075	0.1255732652957349	0.036	0.175
Emp/Flynn10pct	1000	83	83	0.1513132530120482	0.089	0.1418635489811698	0.039	0.18299999999999997
Emp/Flynn10pct	1000	84	80	0.1645875	0.1055	0.13299411748197787	0.05100000000000003	0.25625
Emp/Flynn10pct	1000	85	68	0.15591176470588233	0.0965	0.1331368654210875	0.051000000000000004	0.2295
Emp/Flynn10pct	1000	86	60	0.15786666666666666	0.122	0.12993707299248014	0.052	0.24325
Emp/Flynn10pct	1000	87	85	0.1544470588235294	0.08699999999999997	0.13705408264122398	0.047	0.238
Emp/Flynn10pct	1000	88	83	0.15665060240963855	0.07899999999999996	0.14433306956184663	0.049	0.245
Emp/Flynn10pct	1000	89	80	0.1325625	0.08599999999999998	0.11208855492676145	0.048	0.1995
Emp/Flynn10pct	1000	90	70	0.14775714285714286	0.08949999999999998	0.1335450242388866	0.056500000000000015	0.19525000000000003
Emp/Flynn10pct	1000	91	82	0.18435365853658536	0.1315	0.15282511363261025	0.05025000000000003	0.28575
Emp/Flynn10pct	1000	92	76	0.1360263157894737	0.088	0.11788932365392106	0.04575	0.18725000000000003
Emp/Flynn10pct	1000	93	78	0.17239743589743592	0.111	0.14820049071405078	0.055	0.26075000000000004
Emp/Flynn10pct	1000	94	68	0.13986764705882354	0.08399999999999999	0.13175756846615067	0.0395	0.21149999999999997
Emp/Flynn10pct	1000	95	75	0.16314666666666666	0.10999999999999999	0.14209786248400263	0.0445	0.2365
Emp/Flynn10pct	1000	96	59	0.12001694915254238	0.06	0.11529489798285385	0.038	0.16950000000000004
Emp/Flynn10pct	1000	97	57	0.1703859649122807	0.09	0.15801455113668267	0.046	0.29000000000000004
Emp/Flynn10pct	1000	98	70	0.16414285714285715	0.111	0.13878346033041417	0.048000000000000015	0.241
Emp/Flynn10pct	1000	99	87	0.11843678160919541	0.066	0.11958928756853364	0.036500000000000005	0.16700000000000004
Emp/Flynn10pct	1000	100	90	0.16323333333333334	0.1175	0.13395538834782172	0.03924999999999999	0.27675000000000005
Emp/Flynn1pct	100	1	41	0.08073170731707317	0.06	0.08180434719201782	0.04	0.1
Emp/Flynn1pct	100	2	57	0.056842105263157895	0.04	0.041194568588625954	0.03	0.07
Emp/Flynn1pct	100	3	44	0.08954545454545455	0.04	0.106987383421675	0.03	0.08249999999999999
Emp/Flynn1pct	100	4	43	0.06976744186046512	0.05	0.06382596769986275	0.03500000000000002	0.08
Emp/Flynn1pct	100	5	46	0.06956521739130435	0.04	0.06722950812913198	0.03	0.07999999999999999
Emp/Flynn1pct	100	6	42	0.09761904761904762	0.06	0.0868924068031635	0.042499999999999996	0.1275
Emp/Flynn1pct	100	7	51	0.06705882352941177	0.05	0.0831455138332083	0.03	0.06
Emp/Flynn1pct	100	8	39	0.06743589743589744	0.04	0.06965017658639151	0.03	0.08499999999999999
Emp/Flynn1pct	100	9	52	0.061153846153846156	0.04	0.06455439555070623	0.03	0.0625
Emp/Flynn1pct	100	10	45	0.0748888888888889	0.04	0.07653348115285061	0.03	0.09
Emp/Flynn1pct	100	11	47	0.09255319148936171	0.05	0.08651383616675783	0.04	0.09
Emp/Flynn1pct	100	12	40	0.07025	0.05	0.0605313015021027	0.03	0.07250000000000001
Emp/Flynn1pct	100	13	53	0.10264150943396226	0.06	0.10635844589435485	0.04	0.13
Emp/Flynn1pct	100	14	39	0.06871794871794872	0.05	0.06000787172834682	0.035	0.07
Emp/Flynn1pct	100	15	38	0.1018421052631579	0.05	0.11806675306466194	0.04	0.085
Emp/Flynn1pct	100	16	37	0.09756756756756756	0.05	0.10625978139042609	0.03	0.09
Emp/Flynn1pct	100	17	40	0.09075	0.05	0.09552520140028024	0.04	0.08499999999999999
Emp/Flynn1pct	100	18	50	0.07339999999999999	0.04	0.07438482399533072	0.03	0.08
Emp/Flynn1pct	100	19	51	0.0684313725490196	0.05	0.06366702597167886	0.04	0.07
Emp/Flynn1pct	100	20	39	0.08948717948717949	0.06	0.08720661243484736	0.04	0.08499999999999999
Emp/Flynn1pct	100	21	45	0.07355555555555555	0.06	0.07410543948736936	0.030000000000000027	0.08
Emp/Flynn1pct	100	22	54	0.07148148148148148	0.05	0.07101441276533457	0.03	0.0775
Emp/Flynn1pct	100	23	51	0.06627450980392156	0.05	0.0459547944969282	0.04	0.08
Emp/Flynn1pct	100	24	32	0.093125	0.05	0.09736653396051372	0.03	0.12
Emp/Flynn1pct	100	25	49	0.07714285714285715	0.06	0.06822145312631994	0.04	0.08
Emp/Flynn1pct	100	26	39	0.06025641025641026	0.05	0.03752102424586567	0.030000000000000013	0.08
Emp/Flynn1pct	100	27	55	0.08163636363636363	0.04	0.08868929611735146	0.03	0.09
Emp/Flynn1pct	100	28	45	0.07955555555555556	0.04	0.08872725202847916	0.03	0.07
Emp/Flynn1pct	100	29	44	0.06704545454545455	0.04	0.06933503243703285	0.03	0.052500000000000005
Emp/Flynn1pct	100	30	47	0.07063829787234042	0.05	0.06260310644185488	0.03	0.08
Emp/Flynn1pct	100	31	48	0.07979166666666666	0.045	0.08543977805307588	0.03000000000000002	0.1
Emp/Flynn1pct	100	32	53	0.0750943396226415	0.05	0.0848669239164251	0.03	0.07
Emp/Flynn1pct	100	33	59	0.07322033898305086	0.05	0.08476012151880807	0.03	0.07
Emp/Flynn1pct	100	34	37	0.07297297297297298	0.06000000000000005	0.05179365388329524	0.04	0.09
Emp/Flynn1pct	100	35	36	0.09333333333333334	0.045	0.11109841197270619	0.03	0.1
Emp/Flynn1pct	100	36	38	0.06184210526315789	0.05	0.03100612521508428	0.04	0.0775
Emp/Flynn1pct	100	37	34	0.08088235294117647	0.05	0.07419742897852442	0.03	0.10750000000000001
Emp/Flynn1pct	100	38	43	0.06767441860465116	0.05	0.06289966345970706	0.03	0.07
Emp/Flynn1pct	100	39	44	0.08386363636363635	0.04	0.10426299281236019	0.03	0.07
Emp/Flynn1pct	100	40	47	0.06617021276595744	0.04	0.05742871541573581	0.03	0.07500000000000001
Emp/Flynn1pct	100	41	30	0.057666666666666665	0.04	0.042805360068275476	0.03	0.06000000000000004
Emp/Flynn1pct	100	42	49	0.12020408163265307	0.06	0.12901049369331627	0.04	0.13
Emp/Flynn1pct	100	43	29	0.11379310344827587	0.05	0.11239006670340605	0.03	0.15000000000000002
Emp/Flynn1pct	100	44	43	0.09465116279069767	0.05	0.11221469297754329	0.03	0.095
Emp/Flynn1pct	100	45	47	0.10404255319148936	0.05	0.11783665138967078	0.03	0.125
Emp/Flynn1pct	100	46	47	0.08680851063829788	0.05	0.08390228226617384	0.04	0.09
Emp/Flynn1pct	100	47	55	0.07781818181818181	0.05	0.06349951615712163	0.035	0.1
Emp/Flynn1pct	100	48	53	0.10377358490566037	0.05	0.11233922554707551	0.03	0.11
Emp/Flynn1pct	100	49	38	0.06526315789473684	0.055	0.03718011980450167	0.03	0.1
Emp/Flynn1pct	100	50	38	0.09736842105263158	0.05500000000000002	0.09646969025543767	0.04	0.0975
Emp/Flynn1pct	100	51	49	0.07061224489795918	0.05	0.07531622676160457	0.04	0.07
Emp/Flynn1pct	100	52	34	0.06352941176470588	0.045	0.05520662855135358	0.03	0.0675
Emp/Flynn1pct	100	53	48	0.07791666666666668	0.04	0.09439523818979323	0.03	0.08
Emp/Flynn1pct	100	54	64	0.06921875000000001	0.05	0.05507007620887041	0.03	0.08249999999999999
Emp/Flynn1pct	100	55	44	0.09318181818181819	0.055	0.10208917049080699	0.03	0.1
Emp/Flynn1pct	100	56	34	0.10411764705882354	0.055	0.11067609435177302	0.04	0.11249999999999999
Emp/Flynn1pct	100	57	45	0.07022222222222223	0.05	0.06322718377151372	0.03	0.07
Emp/Flynn1pct	100	58	40	0.07200000000000001	0.06	0.05316640543300503	0.04000000000000003	0.09
Emp/Flynn1pct	100	59	65	0.05923076923076923	0.05	0.04165737075790478	0.03	0.07
Emp/Flynn1pct	100	60	49	0.06795918367346938	0.04	0.05616121110386653	0.04	0.07
Emp/Flynn1pct	100	61	44	0.0715909090909091	0.045	0.07606432962312097	0.03	0.07
Emp/Flynn1pct	100	62	48	0.06875	0.04	0.07859470503522786	0.03	0.06
Emp/Flynn1pct	100	63	57	0.0824561403508772	0.04	0.09231701402067896	0.03	0.07
Emp/Flynn1pct	100	64	43	0.12232558139534884	0.07	0.12365153050681477	0.04	0.135
Emp/Flynn1pct	100	65	36	0.08388888888888889	0.06	0.07896754406636321	0.0375	0.09
Emp/Flynn1pct	100	66	40	0.097	0.05	0.10867972235556206	0.04	0.09
Emp/Flynn1pct	100	67	30	0.08700000000000001	0.07	0.07027777399179189	0.04	0.11
Emp/Flynn1pct	100	68	33	0.10151515151515152	0.050000000000000044	0.10871755872791468	0.04	0.11
Emp/Flynn1pct	100	69	34	0.0688235294117647	0.04	0.07690075090788177	0.0325	0.0775
Emp/Flynn1pct	100	70	49	0.08	0.05	0.08228507357554792	0.03	0.08
Emp/Flynn1pct	100	71	39	0.06435897435897436	0.04	0.0662846680611211	0.03	0.065
Emp/Flynn1pct	100	72	47	0.10085106382978723	0.06	0.08960856391609304	0.04	0.12
Emp/Flynn1pct	100	73	54	0.09944444444444445	0.05	0.10991277273394064	0.04	0.11750000000000001
Emp/Flynn1pct	100	74	57	0.08350877192982456	0.05	0.08800347452698704	0.04	0.09
Emp/Flynn1pct	100	75	44	0.0675	0.05	0.0566968683766655	0.0375	0.07
Emp/Flynn1pct	100	76	50	0.0722	0.05	0.0744309020748336	0.03	0.08
Emp/Flynn1pct	100	77	43	0.06697674418604652	0.04	0.06833164517267551	0.03	0.08499999999999999
Emp/Flynn1pct	100	78	49	0.07387755102040816	0.05	0.07852325362938176	0.03	0.08
Emp/Flynn1pct	100	79	52	0.095	0.06	0.09981355167530717	0.04	0.0875
Emp/Flynn1pct	100	80	46	0.06239130434782609	0.05	0.03754610692105822	0.03	0.08
Emp/Flynn1pct	100	81	40	0.07125000000000001	0.05	0.05084856854501337	0.04	0.08
Emp/Flynn1pct	100	82	43	0.07465116279069768	0.05	0.0729758223891833	0.03	0.08
Emp/Flynn1pct	100	83	40	0.060250000000000005	0.04000000000000002	0.049896688138387366	0.04	0.06
Emp/Flynn1pct	100	84	48	0.06937499999999999	0.04	0.08436007551220862	0.03	0.07250000000000001
Emp/Flynn1pct	100	85	42	0.07976190476190476	0.05	0.0687692534543864	0.04	0.1
Emp/Flynn1pct	100	86	44	0.06113636363636364	0.05	0.049706857375922224	0.03	0.08
Emp/Flynn1pct	100	87	55	0.06763636363636363	0.04	0.07070972577987646	0.03	0.07500000000000001
Emp/Flynn1pct	100	88	46	0.058260869565217394	0.04	0.05342926155523923	0.03	0.057499999999999996
Emp/Flynn1pct	100	89	47	0.06829787234042553	0.04	0.05259852655136504	0.03	0.09999999999999999
Emp/Flynn1pct	100	90	44	0.0684090909090909	0.045	0.06768405335250027	0.03	0.06
Emp/Flynn1pct	100	91	44	0.06954545454545455	0.05	0.04841461174089018	0.03	0.08249999999999999
Emp/Flynn1pct	100	92	41	0.09804878048780487	0.05	0.10721985618800096	0.04	0.1
Emp/Flynn1pct	100	93	41	0.09219512195121951	0.05	0.10400750441967999	0.04	0.09
Emp/Flynn1pct	100	94	31	0.09387096774193548	0.06	0.08531031275505671	0.04	0.10500000000000001
Emp/Flynn1pct	100	95	42	0.055	0.04	0.03952461412779661	0.03	0.06
Emp/Flynn1pct	100	96	46	0.07673913043478262	0.05	0.08553243303828832	0.03	0.07
Emp/Flynn1pct	100	97	43	0.08302325581395349	0.05	0.09080420809739438	0.035	0.07500000000000001
Emp/Flynn1pct	100	98	33	0.06060606060606061	0.04	0.06509317331426709	0.03	0.06000000000000005
Emp/Flynn1pct	100	99	44	0.08795454545454545	0.050000000000000024	0.09115740400230658	0.04	0.0875
Emp/Flynn1pct	100	100	38	0.07	0.04	0.08652448489581713	0.03	0.057499999999999996
Emp/Flynn1pct	1000	1	38	0.07589473684210526	0.0525	0.08510749624737203	0.03425	0.07675
Emp/Flynn1pct	1000	2	53	0.05488679245283019	0.042	0.0419095456252366	0.03	0.067
Emp/Flynn1pct	1000	3	39	0.09048717948717949	0.037	0.11847870601368611	0.03	0.07250000000000001
Emp/Flynn1pct	1000	4	44	0.06354545454545454	0.041999999999999996	0.06355384259894054	0.02975	0.067
Emp/Flynn1pct	1000	5	36	0.08847222222222222	0.05600000000000005	0.08227184420691168	0.0375	0.082
Emp/Flynn1pct	1000	6	35	0.09805714285714286	0.084	0.08412943209446867	0.0385	0.1135
Emp/Flynn1pct	1000	7	39	0.07451282051282052	0.047	0.08871268579398735	0.038	0.0625
Emp/Flynn1pct	1000	8	38	0.06705263157894736	0.049	0.0700590281499826	0.033	0.07875
Emp/Flynn1pct	1000	9	44	0.06004545454545455	0.04	0.06423139656304967	0.03575	0.054
Emp/Flynn1pct	1000	10	39	0.085	0.04	0.08988940573370087	0.0315	0.093
Emp/Flynn1pct	1000	11	52	0.07944230769230769	0.0445	0.08343822734697466	0.02975	0.07050000000000001
Emp/Flynn1pct	1000	12	41	0.06678048780487805	0.04	0.0649428641942754	0.03	0.06
Emp/Flynn1pct	1000	13	52	0.10042307692307692	0.054	0.1088563266382365	0.0365	0.11225
Emp/Flynn1pct	1000	14	37	0.06432432432432432	0.043	0.059261686167771555	0.03	0.071
Emp/Flynn1pct	1000	15	37	0.08910810810810811	0.039	0.11230409703216625	0.031	0.069
Emp/Flynn1pct	1000	16	34	0.09811764705882353	0.045	0.11286241683434677	0.035	0.088
Emp/Flynn1pct	1000	17	42	0.08102380952380953	0.042499999999999996	0.10169406249191335	0.03225	0.06675
Emp/Flynn1pct	1000	18	45	0.07224444444444444	0.038	0.07763409383288071	0.029	0.06899999999999995
Emp/Flynn1pct	1000	19	52	0.06503846153846154	0.046	0.0618632145562594	0.03575	0.069
Emp/Flynn1pct	1000	20	40	0.07755	0.0505	0.07543954958127494	0.035	0.07499999999999997
Emp/Flynn1pct	1000	21	39	0.0765128205128205	0.05	0.07986266890068613	0.033	0.087
Emp/Flynn1pct	1000	22	46	0.06260869565217392	0.0385	0.06197722816966085	0.03	0.06175
Emp/Flynn1pct	1000	23	42	0.06776190476190476	0.0485	0.05148943037348375	0.03625	0.07125
Emp/Flynn1pct	1000	24	35	0.09002857142857143	0.047	0.10200071675477283	0.032	0.098
Emp/Flynn1pct	1000	25	45	0.06868888888888888	0.041	0.07512317830864132	0.034	0.092
Emp/Flynn1pct	1000	26	41	0.05417073170731707	0.039	0.03581961923235951	0.031	0.06799999999999995
Emp/Flynn1pct	1000	27	52	0.08759615384615385	0.049	0.09005189345221348	0.034	0.101
Emp/Flynn1pct	1000	28	42	0.07933333333333334	0.0405	0.09621106540149658	0.02725	0.06475
Emp/Flynn1pct	1000	29	37	0.073	0.041	0.08214316770127628	0.032	0.055
Emp/Flynn1pct	1000	30	46	0.06830434782608695	0.046	0.06709226468585129	0.035250000000000004	0.076
Emp/Flynn1pct	1000	31	42	0.08366666666666667	0.054	0.08043196387636031	0.03425	0.088
Emp/Flynn1pct	1000	32	47	0.07670212765957447	0.049	0.0941259366587998	0.0335	0.073
Emp/Flynn1pct	1000	33	45	0.07631111111111111	0.045	0.08896981669548544	0.035	0.065
Emp/Flynn1pct	1000	34	34	0.06985294117647059	0.0565	0.05334855787601928	0.035250000000000004	0.0795
Emp/Flynn1pct	1000	35	34	0.09520588235294117	0.0535	0.10575551548386715	0.0335	0.09975
Emp/Flynn1pct	1000	36	35	0.06371428571428571	0.051	0.037843774395588524	0.036000000000000004	0.08549999999999999
Emp/Flynn1pct	1000	37	31	0.08738709677419355	0.059	0.08360808470451281	0.0375	0.12
Emp/Flynn1pct	1000	38	43	0.06569767441860465	0.047	0.06149197968752895	0.0305	0.064
Emp/Flynn1pct	1000	39	38	0.09113157894736842	0.039	0.11469022226818655	0.0305	0.05975
Emp/Flynn1pct	1000	40	43	0.06806976744186047	0.047	0.055816619537654724	0.033	0.081
